sm	47	33	25	70	1310	0
sm	37	23	25	54	1310	1
sm	39	25	-20	54	1310	2
sm	39	25	-20	54	1310	3
sm	39	25	-20	62	1550	4
sm	39	25	-20	82	1550	5
sm	39	25	-40	60	1550	6
sm	39	25	-40	74	1550	7
sm	39	25	-40	98	1310	8
sm	39	25	-60	90	1310	9
sm	39	25	-60	114	1310	10
sm	39	25	-60	54	1310	11
sm	39	25	-60	54	1550	12
sm	39	25	-60	94	1550	13
sm	54	40	-20	66	1550	14
sm	54	40	-20	90	1310	15
sm	54	40	-40	48	1310	16
sm	54	40	-40	80	1550	17
sm	54	40	-60	58	1550	18
sm	54	40	-60	104	1310	19
